start_id:START_ID,end_id:END_ID,type:TYPE
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_258bca468763,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_258bca468763,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_258bca468763,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_d12572cde1b0,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_d12572cde1b0,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_d12572cde1b0,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_d12572cde1b0,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_d12572cde1b0,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_773b33b1d607,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_773b33b1d607,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_773b33b1d607,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_773b33b1d607,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_773b33b1d607,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bd5d83355233,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bd5d83355233,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bd5d83355233,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bd5d83355233,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bd5d83355233,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_e6c87b2f0f42,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_e6c87b2f0f42,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_e6c87b2f0f42,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_e6c87b2f0f42,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_e6c87b2f0f42,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c7915af5c57,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c7915af5c57,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c7915af5c57,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c7915af5c57,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c7915af5c57,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_f35b6d31d012,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_f35b6d31d012,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_f35b6d31d012,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_f35b6d31d012,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_f35b6d31d012,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_1fbe9a389c2e,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_1fbe9a389c2e,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_1fbe9a389c2e,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_1fbe9a389c2e,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_1fbe9a389c2e,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_c7d18965885c,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_c7d18965885c,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_c7d18965885c,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_c7d18965885c,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_c7d18965885c,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_dafc8afd4360,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_dafc8afd4360,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_dafc8afd4360,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_dafc8afd4360,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_dafc8afd4360,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bb9c51acf664,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bb9c51acf664,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bb9c51acf664,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bb9c51acf664,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_bb9c51acf664,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3f9839e4c49e,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3f9839e4c49e,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3f9839e4c49e,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3f9839e4c49e,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3f9839e4c49e,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_b06d041937d0,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_b06d041937d0,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_b06d041937d0,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_b06d041937d0,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_b06d041937d0,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_0afca44b5bd4,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_0afca44b5bd4,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_0afca44b5bd4,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_0afca44b5bd4,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_0afca44b5bd4,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_985e22b3a03a,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_985e22b3a03a,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_985e22b3a03a,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_985e22b3a03a,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_985e22b3a03a,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_a1ec6c4f53ac,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_a1ec6c4f53ac,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_a1ec6c4f53ac,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_a1ec6c4f53ac,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_a1ec6c4f53ac,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4b079906cfe5,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4b079906cfe5,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4b079906cfe5,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4b079906cfe5,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4b079906cfe5,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_ae1e7c0f12b7,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_ae1e7c0f12b7,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_ae1e7c0f12b7,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_ae1e7c0f12b7,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_ae1e7c0f12b7,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_51fb50ba3e6d,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_51fb50ba3e6d,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_51fb50ba3e6d,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_51fb50ba3e6d,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_51fb50ba3e6d,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3037eb69067b,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3037eb69067b,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3037eb69067b,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3037eb69067b,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_3037eb69067b,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4fc09a50431c,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4fc09a50431c,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4fc09a50431c,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4fc09a50431c,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_4fc09a50431c,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c72476933fd,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c72476933fd,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c72476933fd,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c72476933fd,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_6c72476933fd,CSRSpending,MAPS_TO
INFOSYS,Year_2024,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_21d8eaea05b8,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_21d8eaea05b8,Year_2024,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_21d8eaea05b8,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_21d8eaea05b8,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2024_21d8eaea05b8,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_ae824f21052d,HAS_METRIC
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_ae824f21052d,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_ae824f21052d,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_ae824f21052d,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_ae824f21052d,WaterWithdrawal,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_2d0ca446439e,HAS_METRIC
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_2d0ca446439e,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_2d0ca446439e,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_2d0ca446439e,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalVolumeOfWaterWithdrawal_2022_2d0ca446439e,WaterWithdrawal,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalScope1Emissions_2022_8543cbfd6068,HAS_METRIC
Fact_INFOSYS_TotalScope1Emissions_2022_8543cbfd6068,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalScope1Emissions_2022_8543cbfd6068,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalScope1Emissions_2022_8543cbfd6068,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalScope1Emissions_2022_8543cbfd6068,Scope1Emission,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalScope2Emissions_2022_035922eeb348,HAS_METRIC
Fact_INFOSYS_TotalScope2Emissions_2022_035922eeb348,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalScope2Emissions_2022_035922eeb348,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalScope2Emissions_2022_035922eeb348,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalScope2Emissions_2022_035922eeb348,Scope2Emission,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalScope1Emissions_2022_7c7aeab59f2f,HAS_METRIC
Fact_INFOSYS_TotalScope1Emissions_2022_7c7aeab59f2f,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalScope1Emissions_2022_7c7aeab59f2f,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalScope1Emissions_2022_7c7aeab59f2f,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalScope1Emissions_2022_7c7aeab59f2f,Scope1Emission,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalScope2Emissions_2022_b44290003bb3,HAS_METRIC
Fact_INFOSYS_TotalScope2Emissions_2022_b44290003bb3,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalScope2Emissions_2022_b44290003bb3,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalScope2Emissions_2022_b44290003bb3,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalScope2Emissions_2022_b44290003bb3,Scope2Emission,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalWasteGenerated_2022_3350d91dce34,HAS_METRIC
Fact_INFOSYS_TotalWasteGenerated_2022_3350d91dce34,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalWasteGenerated_2022_3350d91dce34,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalWasteGenerated_2022_3350d91dce34,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalWasteGenerated_2022_3350d91dce34,WasteGenerated,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalWasteGenerated_2022_dbd954059167,HAS_METRIC
Fact_INFOSYS_TotalWasteGenerated_2022_dbd954059167,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalWasteGenerated_2022_dbd954059167,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalWasteGenerated_2022_dbd954059167,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalWasteGenerated_2022_dbd954059167,WasteGenerated,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_2ad8b7ae1d0f,HAS_METRIC
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_2ad8b7ae1d0f,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_2ad8b7ae1d0f,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_2ad8b7ae1d0f,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_2ad8b7ae1d0f,RenewableEnergy,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_d4f8f8218da3,HAS_METRIC
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_d4f8f8218da3,Year_2022,DISCLOSED_IN
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_d4f8f8218da3,Category_Environmental,BELONGS_TO
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_d4f8f8218da3,Standard_BRSR,MAPS_TO
Fact_INFOSYS_TotalEnergyConsumedFromRenewableSources_2022_d4f8f8218da3,RenewableEnergy,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c75aa712eb63,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c75aa712eb63,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c75aa712eb63,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c75aa712eb63,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c75aa712eb63,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_5ada28bdb30a,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_5ada28bdb30a,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_5ada28bdb30a,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_5ada28bdb30a,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_5ada28bdb30a,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f9387ec25485,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f9387ec25485,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f9387ec25485,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f9387ec25485,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f9387ec25485,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_53777fab45f8,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_53777fab45f8,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_53777fab45f8,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_53777fab45f8,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_53777fab45f8,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_412e1ec12551,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_412e1ec12551,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_412e1ec12551,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_412e1ec12551,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_412e1ec12551,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_a8ca262b05af,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_a8ca262b05af,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_a8ca262b05af,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_a8ca262b05af,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_a8ca262b05af,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_99ae2a1d7260,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_99ae2a1d7260,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_99ae2a1d7260,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_99ae2a1d7260,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_99ae2a1d7260,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_0051096e57e9,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_0051096e57e9,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_0051096e57e9,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_0051096e57e9,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_0051096e57e9,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_da164279c81d,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_da164279c81d,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_da164279c81d,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_da164279c81d,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_da164279c81d,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_fd2314222d5f,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_fd2314222d5f,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_fd2314222d5f,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_fd2314222d5f,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_fd2314222d5f,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c4e7a2e1c13b,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c4e7a2e1c13b,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c4e7a2e1c13b,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c4e7a2e1c13b,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_c4e7a2e1c13b,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f87db5a1c182,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f87db5a1c182,Year_2022,DISCLOSED_IN
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f87db5a1c182,Category_Social,BELONGS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f87db5a1c182,Standard_BRSR,MAPS_TO
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_f87db5a1c182,CSRSpending,MAPS_TO
INFOSYS,Year_2022,REPORTS
INFOSYS,Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_0ab10b5bdacb,HAS_METRIC
Fact_INFOSYS_AmountSpentForCSRProjectsUndertaken_2022_0ab10b5bdacb,Year_2022,DISCLOSED_IN
